timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478478745.94,-0.091766,0.186579,2.775050,0.305622,-0.290961,0.155194,-0.090047,-0.185499,-0.978510,0.030401,0.027845,0.006403,11.952736,-35.768833,-48.469688,,,,,,
1478478745.95,-0.097071,0.190345,2.778604,0.421377,-0.494668,0.343045,-0.095169,-0.189198,-0.977316,0.065765,0.057667,0.025061,11.952736,-35.768833,-48.469688,,,,,,
1478478745.96,-0.105657,0.196005,2.784251,0.660556,-0.800117,0.512319,-0.103441,-0.194753,-0.975383,0.087114,0.081197,0.049815,11.450914,-36.161530,-48.299152,,,,,,
1478478745.97,-0.118585,0.205150,2.792027,1.046871,-1.176195,0.656702,-0.115826,-0.203715,-0.972155,0.100613,0.107035,0.088961,11.450914,-36.161530,-48.299152,,,,,,
1478478745.98,-0.135856,0.217662,2.801788,1.362268,-1.535209,0.780149,-0.132243,-0.215948,-0.967408,0.115657,0.142675,0.122529,10.122065,-37.061756,-47.911980,,,,,,
1478478745.99,-0.157484,0.231284,2.813597,1.451680,-1.903301,0.938507,-0.152658,-0.229227,-0.961327,0.139962,0.163034,0.124993,9.100586,-37.787666,-47.548492,,,,,,
1478478746.00,-0.183973,0.244173,2.827745,1.417593,-2.299613,1.128673,-0.177511,-0.241754,-0.953963,0.164510,0.175393,0.147383,9.100586,-37.787666,-47.548492,,,,,,
1478478746.01,-0.215025,0.255701,2.844155,1.361634,-2.652712,1.311662,-0.206435,-0.252923,-0.945206,0.175032,0.194833,0.248230,6.312783,-39.370930,-46.708309,,,,,,
1478478746.02,-0.249649,0.265392,2.862835,1.260423,-2.888715,1.507964,-0.238414,-0.262288,-0.935074,0.201976,0.195485,0.379868,6.312783,-39.370930,-46.708309,,,,,,
1478478746.03,-0.287665,0.272267,2.884082,1.105232,-3.151654,1.779982,-0.273263,-0.268916,-0.923586,0.231957,0.185084,0.510043,2.535503,-40.795017,-45.835854,,,,,,
