timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478477571.67,0.065867,0.483171,-0.062624,-0.052178,-0.048690,0.007908,0.058285,-0.464589,-0.883606,0.000385,0.001744,-0.013733,-12.435026,-40.273209,-10.484312,,,,,,
1478477571.68,0.065411,0.482477,-0.062462,-0.007175,-0.000102,-0.003296,0.057903,-0.463975,-0.883954,-0.008830,0.004563,-0.037509,-12.455875,-40.249672,-10.549741,,,,,,
1478477571.69,0.065086,0.481972,-0.062284,0.014099,0.019778,-0.000863,0.057631,-0.463528,-0.884206,-0.016844,0.008663,-0.039958,-12.455875,-40.249672,-10.549741,,,,,,
1478477571.70,0.065022,0.481635,-0.062187,0.022943,0.017350,-0.000689,0.057585,-0.463228,-0.884366,-0.007322,0.010088,-0.032443,-12.471414,-40.234051,-10.590884,,,,,,
1478477571.71,0.065235,0.481424,-0.062186,0.013917,0.035856,-0.002356,0.057779,-0.463042,-0.884451,-0.004099,0.008238,-0.018869,-12.471414,-40.234051,-10.590884,,,,,,
1478477571.73,0.065489,0.481100,-0.062077,-0.003910,0.050566,-0.000405,0.058014,-0.462754,-0.884586,-0.009048,0.012361,-0.005596,-12.471419,-40.227547,-10.615556,,,,,,
1478477571.74,0.065844,0.480980,-0.061994,0.007427,0.053121,-0.002734,0.058332,-0.462648,-0.884621,-0.008817,0.005709,-0.003410,-12.471419,-40.227547,-10.615556,,,,,,
1478477571.75,0.066057,0.481149,-0.061920,0.035394,0.033469,0.000457,0.058515,-0.462798,-0.884530,-0.007749,0.003890,-0.003180,-12.469641,-40.220974,-10.642521,,,,,,
1478477571.76,0.066147,0.481528,-0.061925,0.073452,0.013922,-0.001114,0.058583,-0.463134,-0.884350,-0.003560,0.006774,-0.016880,-12.469641,-40.220974,-10.642521,,,,,,
1478477571.77,0.066181,0.482150,-0.061969,0.098731,0.010379,-0.003140,0.058594,-0.463685,-0.884061,-0.003128,0.007355,-0.022113,-12.469996,-40.225529,-10.624865,,,,,,
1478477571.78,0.066485,0.483151,-0.062150,0.092283,0.024009,-0.010821,0.058831,-0.464572,-0.883579,-0.006494,0.008456,-0.023434,-12.469996,-40.225529,-10.624865,,,,,,
1478477571.79,0.066889,0.483908,-0.062297,0.064409,0.033708,-0.007708,0.059165,-0.465242,-0.883204,-0.010062,0.011583,-0.018514,-12.463855,-40.243961,-10.562082,,,,,,
1478477571.80,0.066954,0.484115,-0.062273,0.034141,0.027336,-0.008034,0.059216,-0.465426,-0.883104,-0.007123,0.010485,0.009798,-12.457119,-40.253006,-10.535527,,,,,,
1478477571.81,0.066992,0.484138,-0.062333,0.035567,0.007581,-0.011356,0.059249,-0.465446,-0.883091,-0.006759,0.013038,-0.002682,-12.457709,-40.254738,-10.528214,,,,,,
1478477571.82,0.066524,0.484310,-0.062394,0.067514,-0.035486,-0.015069,0.058830,-0.465598,-0.883039,-0.009117,0.011496,-0.019961,-12.457709,-40.254738,-10.528214,,,,,,
1478477571.83,0.066263,0.485097,-0.062689,0.078885,-0.036603,-0.021018,0.058575,-0.466294,-0.882688,-0.008862,0.012193,-0.020312,-12.457709,-40.254738,-10.528214,,,,,,
1478477571.84,0.065500,0.485457,-0.062765,0.067547,-0.041632,-0.021090,0.057891,-0.466612,-0.882565,-0.017135,0.012373,-0.013858,-12.454843,-40.269051,-10.476748,,,,,,
1478477571.85,0.064726,0.485699,-0.062846,0.042393,-0.054200,-0.016330,0.057200,-0.466827,-0.882497,-0.012721,0.013519,0.001592,-12.454843,-40.269051,-10.476748,,,,,,
1478477571.86,0.064102,0.485855,-0.062935,0.024761,-0.059337,-0.006685,0.056645,-0.466964,-0.882460,-0.001896,0.009506,0.006087,-12.467694,-40.276657,-10.432129,,,,,,
1478477571.87,0.063517,0.485816,-0.062990,0.005780,-0.055769,-0.003340,0.056130,-0.466931,-0.882511,-0.000511,0.011303,0.007084,-12.467694,-40.276657,-10.432129,,,,,,
1478477571.88,0.062746,0.485444,-0.062860,-0.023315,-0.051062,0.003523,0.055460,-0.466601,-0.882728,-0.007578,0.012026,0.004187,-12.476185,-40.279453,-10.411170,,,,,,
1478477571.89,0.061829,0.484892,-0.062619,-0.043424,-0.062361,0.008332,0.054667,-0.466112,-0.883035,-0.009348,0.013125,0.012887,-12.476185,-40.279453,-10.411170,,,,,,
1478477571.90,0.060971,0.484183,-0.062425,-0.068644,-0.067470,0.009282,0.053929,-0.465485,-0.883411,-0.002873,0.011856,0.016193,-12.502808,-40.266258,-10.430255,,,,,,
1478477571.91,0.059935,0.483177,-0.062171,-0.097619,-0.076305,0.009015,0.053042,-0.464595,-0.883933,-0.007357,0.008006,0.012535,-12.502808,-40.266258,-10.430255,,,,,,
1478477571.93,0.058616,0.481942,-0.061854,-0.121468,-0.093740,0.005289,0.051910,-0.463501,-0.884575,-0.011398,0.006455,0.012580,-12.532166,-40.244461,-10.479028,,,,,,
1478477571.94,0.057527,0.480665,-0.061699,-0.121444,-0.096224,0.006558,0.050980,-0.462369,-0.885221,-0.007981,0.008374,0.016370,-12.532166,-40.244461,-10.479028,,,,,,
1478477571.95,0.056552,0.479438,-0.061580,-0.112708,-0.085009,0.002815,0.050149,-0.461281,-0.885836,-0.005120,0.004478,0.002062,-12.566061,-40.214439,-10.553419,,,,,,
1478477571.96,0.055262,0.477685,-0.061352,-0.081238,-0.077342,-0.005437,0.049051,-0.459724,-0.886706,-0.007852,0.003853,-0.029462,-12.577228,-40.200977,-10.591350,,,,,,
1478477571.97,0.054160,0.476732,-0.061208,-0.038281,-0.079601,-0.001095,0.048098,-0.458878,-0.887197,-0.008455,0.004380,-0.032649,-12.594005,-40.180954,-10.647237,,,,,,
1478477571.98,0.053333,0.476598,-0.061281,-0.002913,-0.080556,-0.009154,0.047367,-0.458759,-0.887297,-0.007725,0.004261,-0.032548,-12.594005,-40.180954,-10.647237,,,,,,
1478477571.99,0.052436,0.476300,-0.061285,0.019605,-0.058168,-0.009202,0.046579,-0.458494,-0.887476,-0.008523,0.006880,-0.030829,-12.594005,-40.180954,-10.647237,,,,,,
1478477572.00,0.051544,0.476004,-0.061246,0.008187,-0.054536,-0.009422,0.045794,-0.458231,-0.887653,-0.012682,0.009302,-0.021069,-12.623173,-40.166382,-10.667672,,,,,,
1478477572.01,0.050945,0.475687,-0.061227,-0.019783,-0.034948,-0.006475,0.045269,-0.457949,-0.887825,-0.006710,0.001895,-0.012505,-12.623173,-40.166382,-10.667672,,,,,,
1478477572.02,0.050550,0.475228,-0.061277,-0.043732,-0.041255,-0.009166,0.044929,-0.457541,-0.888053,-0.001305,0.001197,-0.002649,-12.639601,-40.159565,-10.673869,,,,,,
1478477572.03,0.050101,0.474713,-0.061265,-0.047498,-0.042597,0.000614,0.044542,-0.457083,-0.888308,0.000334,0.002494,0.005144,-12.639601,-40.159565,-10.673869,,,,,,
1478477572.04,0.049673,0.474150,-0.061248,-0.053837,-0.040159,0.000481,0.044175,-0.456582,-0.888584,0.002059,0.001046,0.000904,-12.645454,-40.150246,-10.701966,,,,,,
1478477572.05,0.049119,0.473576,-0.061136,-0.047458,-0.046359,0.006810,0.043695,-0.456071,-0.888870,-0.001429,-0.001357,-0.003937,-12.645454,-40.150246,-10.701966,,,,,,
1478477572.06,0.048435,0.473012,-0.061004,-0.051159,-0.056278,0.006925,0.043100,-0.455570,-0.889156,-0.001688,-0.002392,-0.007176,-12.657688,-40.137272,-10.736118,,,,,,
1478477572.07,0.047715,0.472379,-0.060843,-0.064967,-0.065069,0.013006,0.042474,-0.455006,-0.889475,0.001243,-0.001781,-0.000952,-12.657688,-40.137272,-10.736118,,,,,,
1478477572.08,0.047058,0.471621,-0.060635,-0.065076,-0.052731,0.016475,0.041905,-0.454331,-0.889847,0.002284,0.000886,-0.002197,-12.679492,-40.121712,-10.768502,,,,,,
1478477572.09,0.046544,0.471134,-0.060478,-0.036101,-0.045086,0.010632,0.041458,-0.453897,-0.890089,0.002487,-0.001349,-0.006456,-12.679492,-40.121712,-10.768502,,,,,,
1478477572.10,0.046011,0.471029,-0.060414,-0.001995,-0.046059,0.003782,0.040986,-0.453804,-0.890159,-0.005677,-0.000038,-0.008187,-12.701020,-40.104748,-10.806262,,,,,,
1478477572.11,0.045847,0.471272,-0.060398,0.029189,-0.002565,0.001045,0.040835,-0.454020,-0.890055,-0.005144,0.002405,-0.017019,-12.701020,-40.104748,-10.806262,,,,,,
1478477572.12,0.045977,0.471453,-0.060378,0.039132,0.014789,0.003349,0.040947,-0.454181,-0.889968,0.000175,0.006550,-0.009202,-12.711253,-40.105221,-10.792458,,,,,,
1478477572.14,0.046045,0.471587,-0.060323,0.020134,0.019631,0.001768,0.041005,-0.454300,-0.889904,-0.003652,0.002701,-0.007038,-12.710796,-40.106834,-10.787000,,,,,,
1478477572.15,0.046083,0.471633,-0.060240,0.012574,0.017108,0.001704,0.041037,-0.454342,-0.889882,-0.005957,0.003933,-0.002773,-12.710796,-40.106834,-10.787000,,,,,,
1478477572.16,0.046220,0.471671,-0.060158,0.011314,0.017058,0.006593,0.041159,-0.454376,-0.889859,-0.001669,0.005843,0.002988,-12.714250,-40.107040,-10.782165,,,,,,
1478477572.17,0.046203,0.471640,-0.060032,-0.003741,0.005815,0.009019,0.041144,-0.454348,-0.889874,-0.002433,0.003603,0.004315,-12.714250,-40.107040,-10.782165,,,,,,
1478477572.18,0.046230,0.471713,-0.059885,0.010104,0.012039,0.014019,0.041167,-0.454413,-0.889840,-0.002806,0.003607,0.001580,-12.719359,-40.104664,-10.784964,,,,,,
1478477572.19,0.046118,0.471756,-0.059676,0.000163,-0.005387,0.020302,0.041066,-0.454451,-0.889825,-0.002538,0.003081,-0.000083,-12.719359,-40.104664,-10.784964,,,,,,
1478477572.20,0.045912,0.471578,-0.059365,-0.023804,-0.008065,0.027360,0.040887,-0.454292,-0.889914,-0.001855,0.005531,-0.002588,-12.731442,-40.101662,-10.781882,,,,,,
1478477572.21,0.045746,0.471136,-0.058974,-0.046667,0.006590,0.032915,0.040747,-0.453899,-0.890121,-0.002646,0.002971,0.006912,-12.742919,-40.096180,-10.788704,,,,,,
1478477572.22,0.045710,0.470775,-0.058563,-0.046768,0.017752,0.029045,0.040723,-0.453577,-0.890286,-0.003843,0.003366,0.007535,-12.742919,-40.096180,-10.788704,,,,,,
1478477572.23,0.045422,0.470284,-0.058071,-0.032825,0.011663,0.026900,0.040477,-0.453139,-0.890520,-0.008739,0.002944,-0.003569,-12.768299,-40.078526,-10.824240,,,,,,
1478477572.24,0.045076,0.469822,-0.057653,-0.012559,0.004366,0.026092,0.040179,-0.452727,-0.890743,-0.007006,0.004821,-0.012287,-12.768299,-40.078526,-10.824240,,,,,,
1478477572.25,0.044996,0.469602,-0.057299,0.007404,0.030483,0.022263,0.040111,-0.452531,-0.890846,-0.006725,0.004762,-0.010231,-12.801434,-40.057999,-10.861031,,,,,,
1478477572.26,0.045041,0.469446,-0.056966,0.003548,0.036659,0.019653,0.040155,-0.452392,-0.890915,-0.007837,0.005828,-0.007294,-12.801434,-40.057999,-10.861031,,,,,,
1478477572.27,0.044960,0.469293,-0.056602,-0.003908,0.022972,0.023459,0.040086,-0.452256,-0.890987,-0.007539,0.000062,-0.010686,-12.822282,-40.045990,-10.880708,,,,,,
1478477572.28,0.044916,0.469093,-0.056210,-0.014137,0.036499,0.024312,0.040051,-0.452077,-0.891079,-0.008114,-0.001200,-0.009540,-12.822282,-40.045990,-10.880708,,,,,,
1478477572.29,0.045078,0.468753,-0.055804,-0.034506,0.053688,0.023731,0.040202,-0.451774,-0.891226,-0.008326,0.000648,-0.003351,-12.846269,-40.033371,-10.898823,,,,,,
