accelerometerTime(ms),AccelerationX,AccelerationY,AccelerationZ,gyroTime(ms),gyroX,gyroY,gyroZ
5.26498,0.418319702,1.146316528,-0.162612915,5.246,0.875403155,0.943453845,0.499280653
5.32415,0.143035889,0.873062134,-0.228317261,5.31595,1.157369862,-1.187828436,0.596801084
5.3833,-0.00239563,0.563751221,-0.159744263,5.35092,0.950423337,-1.510436313,0.422894801
5.44247,0.070373535,0.720932007,-0.329437256,5.42087,0.128159301,-1.33977882,0.236857819
5.50161,0.109161377,0.63899231,-0.226379395,5.49081,-0.373318992,-1.027096011,0.273424885
5.56076,0.077209473,1.584243774,-0.468170166,5.56076,-0.032854353,-0.576398341,0.295899035
5.61993,0.205810547,0.721298218,-0.642318726,5.59573,0.389870272,-0.43415651,0.346862351
5.6791,-0.195022583,1.713775635,0.060058594,5.66568,0.960785431,0.130295156,-0.08305494
5.73825,0.535980225,0.455307007,0.055999756,5.73562,0.008978848,0.27491519,-0.142768071
5.79742,-0.138473511,1.073440552,0.228210449,5.7706,-0.222354244,-0.650260581,0.05822256
5.85659,-0.06137085,0.73374939,0.000274658,5.84054,-0.529710198,0.61606,0.237234923
5.91574,0.1690979,0.959472656,-0.020477295,5.91049,-0.531264152,1.424036443,-0.332446394
5.97491,0.126403809,0.857681274,-0.026382446,5.98047,-0.614986746,1.438003392,-0.682593754
6.03405,0.008499146,1.021377563,-0.181381226,6.01544,-0.604917867,1.603111656,-0.662494344
6.09323,0.283172607,1.036773682,-0.199676514,6.08539,-0.094502804,1.471520606,-0.67570096
6.15237,0.465637207,1.004348755,-0.324645996,6.15533,-0.187145656,0.638980496,-0.492778545
6.21154,0.22428894,1.178619385,-0.242874146,6.19031,-0.404335231,0.337935435,-0.42115629
6.27069,-0.111068726,1.144226074,0.304153442,6.26025,-0.575945337,-0.666540219,0.448605757
6.32986,-0.672515869,1.075714111,0.102630615,6.29523,-0.014493722,-1.260155097,0.804438434
6.389,0.328994751,1.240432739,-0.104934692,6.36517,1.025954048,0.865940943,0.702666532
6.44815,0.213394165,0.955703735,-0.217346191,6.43512,1.182731678,-1.003453,0.439953679
6.50732,0.014770508,0.630813599,-0.222579956,6.50506,0.730176986,-1.48946605,0.401987655
6.56646,0.013397217,0.668914795,-0.238052368,6.54004,0.60143605,-1.352324706,0.392402938
6.62561,0.075149536,0.538009644,-0.260055542,6.60998,0.385815609,-0.89955989,0.497369036
6.68475,0.190536499,1.492340088,-0.498748779,6.67993,-0.486215717,-0.717450271,0.079056203
6.74392,0.127593994,0.900772095,-0.633605957,6.7149,0.195628091,-1.061949599,0.227250998
6.80307,0.120651245,1.857009888,-0.133651733,6.78485,0.579515837,0.23507137,0.065160361
6.86221,-0.006820679,0.498001099,-0.063796997,6.8548,-0.190874082,0.660303628,-0.292008689
6.92135,0.128952026,1.093597412,0.260543823,6.92474,-0.698376978,-0.4267191,-0.635569519
6.98053,-0.097854614,0.732543945,-0.141433716,6.95972,-0.885430755,0.125449535,-0.072820412
7.03967,0.097473145,0.982315063,-0.051925659,7.02966,-0.605876871,1.225025872,-0.118649419
7.09884,0.215377808,0.788879395,-0.109191895,7.09961,-0.583781156,1.220131248,-0.432279248
7.15799,0.148864746,0.996749878,-0.134735107,7.13458,-0.644527861,1.063975999,-0.751940604
7.21713,0.080535889,0.992721558,-0.120788574,7.20453,-0.190130261,1.08218483,-0.80789788
7.2763,0.466949463,1.017211914,-0.287948608,7.2745,-0.192740958,0.964083489,-0.410229606
7.33545,0.395446777,1.057388306,-0.245742798,7.30948,-0.289604654,0.513945083,-0.371892603
7.39462,0.054260254,1.208770752,0.125030518,7.37942,-0.631083425,-0.687746171,0.279104076
7.45376,-0.708129883,0.977294922,0.240844727,7.44937,0.208953217,-1.556001402,0.779294731
7.51291,0.072036743,1.296157837,0.008346558,7.48434,0.841646789,-0.240132442,0.712331143
7.57208,0.328140259,1.009078979,-0.260345459,7.55429,1.090480843,-0.276735194,0.401493372
7.63122,0.063430786,0.628982544,-0.169342041,7.62424,0.893358453,-1.648249307,0.341454003
7.69037,-0.05708313,0.655685425,-0.159454346,7.65921,0.580037817,-1.579705133,0.276851308
7.74951,0.029510498,0.634674072,-0.247711182,7.72915,0.257410498,-0.803342809,0.401121595
